SaleID,BranchCode,BranchCity,BranchSize,BranchOwner,YearOfEstablishment,CustomerType,CustomerGenderCode,CustomerGender,ProductLineCode,ProductLine,ProductLineSupplier,UnitPrice,Quantity,TotalNoTAX,Tax 5%,TotalWithTAX,SaleMonthInNumber,SaleMonth,SaleQuarter,SaleYear,SaleTime,SalePayment,Rating
597-78-7908,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FA,Fashion accessories,Nordstrom,90.22,3,270.66,13.53,284.19,8,August,Q3,2019,19:39:00,Cash,6.2
700-81-1757,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,EA,Electronic accessories,Samsung,26.31,5,131.55,6.58,138.13,12,December,Q4,2019,20:59:00,Credit card,8.8
354-39-5160,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,34.42,6,206.52,10.33,216.85,5,May,Q2,2019,15:39:00,Cash,9.8
241-72-9525,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,51.91,10,519.1,25.96,545.06,9,September,Q3,2019,12:21:00,Cash,8.2
575-30-8091,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,ST,Sports and travel,REI ,72.5,8,580,29,609,8,August,Q3,2019,19:25:00,Ewallet,9.2
731-81-9469,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,ST,Sports and travel,REI ,89.8,10,898,44.9,942.9,9,September,Q3,2019,13:00:00,Credit card,5.4
280-17-4359,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,HB,Health and beauty,Dove,90.5,10,905,45.25,950.25,8,August,Q3,2019,13:48:00,Cash,8.1
338-65-2210,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HB,Health and beauty,Dove,68.6,10,686,34.3,720.3,11,November,Q4,2019,19:57:00,Cash,9.1
488-25-4221,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FB,Food and beverages,Kraft Heinz,30.41,1,30.41,1.52,31.93,12,December,Q4,2019,10:36:00,Credit card,8.4
239-10-7476,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,77.95,6,467.7,23.39,491.09,7,July,Q3,2019,16:37:00,Ewallet,8
458-41-1477,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,HB,Health and beauty,Dove,46.26,6,277.56,13.88,291.44,3,March,Q1,2019,17:11:00,Credit card,9.5
685-64-1609,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,FA,Fashion accessories,Nordstrom,30.14,10,301.4,15.07,316.47,11,November,Q4,2019,12:28:00,Ewallet,9.2
568-90-5112,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HB,Health and beauty,Dove,66.14,4,264.56,13.23,277.79,2,February,Q1,2019,12:46:00,Credit card,5.6
262-47-2794,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,71.86,8,574.88,28.74,603.62,12,December,Q4,2019,15:07:00,Credit card,6.2
238-49-0436,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HB,Health and beauty,Dove,32.46,8,259.68,12.98,272.66,1,January,Q1,2019,13:48:00,Credit card,4.9
608-96-3517,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FA,Fashion accessories,Nordstrom,91.54,4,366.16,18.31,384.47,6,June,Q2,2019,19:20:00,Credit card,4.8
584-86-7256,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,ST,Sports and travel,REI ,34.56,7,241.92,12.1,254.02,5,May,Q2,2019,16:07:00,Credit card,7.3
746-94-0204,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FA,Fashion accessories,Nordstrom,83.24,9,749.16,37.46,786.62,7,July,Q3,2019,11:56:00,Credit card,7.4
214-17-6927,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FB,Food and beverages,Kraft Heinz,16.48,6,98.88,4.94,103.82,4,April,Q2,2019,18:23:00,Ewallet,9.9
400-89-4171,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,ST,Sports and travel,REI ,80.97,8,647.76,32.39,680.15,12,December,Q4,2019,13:05:00,Cash,9.3
782-95-9291,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,FB,Food and beverages,Kraft Heinz,92.29,5,461.45,23.07,484.52,10,October,Q4,2019,15:55:00,Credit card,9
279-74-2924,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,EA,Electronic accessories,Samsung,72.17,1,72.17,3.61,75.78,3,March,Q1,2019,19:40:00,Cash,6.1
307-85-2293,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,50.28,5,251.4,12.57,263.97,5,May,Q2,2019,13:58:00,Ewallet,9.7
743-04-1105,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HB,Health and beauty,Dove,97.22,9,874.98,43.75,918.73,11,November,Q4,2019,14:43:00,Ewallet,6
423-57-2993,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,93.39,6,560.34,28.02,588.36,5,May,Q2,2019,19:18:00,Ewallet,10
894-41-5205,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FB,Food and beverages,Kraft Heinz,43.18,8,345.44,17.27,362.71,9,September,Q3,2019,19:39:00,Credit card,8.3
275-28-0149,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,ST,Sports and travel,REI ,63.69,1,63.69,3.18,66.87,8,August,Q3,2019,16:21:00,Cash,6
101-17-6199,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FB,Food and beverages,Kraft Heinz,45.79,7,320.53,16.03,336.56,9,September,Q3,2019,19:44:00,Credit card,7
423-80-0988,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,ST,Sports and travel,REI ,76.4,2,152.8,7.64,160.44,5,May,Q2,2019,19:42:00,Ewallet,6.5
548-46-9322,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,FB,Food and beverages,Kraft Heinz,39.9,10,399,19.95,418.95,10,October,Q4,2019,15:24:00,Credit card,5.9
505-02-0892,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HB,Health and beauty,Dove,42.57,8,340.56,17.03,357.59,6,June,Q2,2019,14:12:00,Ewallet,5.6
234-65-2137,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,95.58,10,955.8,47.79,1003.59,2,February,Q1,2019,13:32:00,Cash,4.8
687-47-8271,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FA,Fashion accessories,Nordstrom,98.98,10,989.8,49.49,1039.29,5,May,Q2,2019,16:20:00,Credit card,8.7
796-32-9050,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FB,Food and beverages,Kraft Heinz,51.28,6,307.68,15.38,323.06,1,January,Q1,2019,16:31:00,Cash,6.5
105-31-1824,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,ST,Sports and travel,REI ,69.52,7,486.64,24.33,510.97,7,July,Q3,2019,15:10:00,Credit card,8.5
249-42-3782,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HB,Health and beauty,Dove,70.01,5,350.05,17.5,367.55,8,August,Q3,2019,11:36:00,Ewallet,5.5
316-55-4634,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,FB,Food and beverages,Kraft Heinz,80.05,5,400.25,20.01,420.26,12,December,Q4,2019,12:45:00,Credit card,9.4
733-33-4967,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,EA,Electronic accessories,Samsung,20.85,8,166.8,8.34,175.14,3,March,Q1,2019,19:17:00,Cash,6.3
608-27-6295,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,EA,Electronic accessories,Samsung,52.89,6,317.34,15.87,333.21,5,May,Q2,2019,17:34:00,Credit card,9.8
414-12-7047,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,FB,Food and beverages,Kraft Heinz,19.79,8,158.32,7.92,166.24,12,December,Q4,2019,12:04:00,Ewallet,8.7
827-26-2100,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,33.84,9,304.56,15.23,319.79,11,November,Q4,2019,16:21:00,Ewallet,8.8
175-54-2529,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,FB,Food and beverages,Kraft Heinz,22.17,8,177.36,8.87,186.23,4,April,Q2,2019,17:01:00,Credit card,9.6
139-52-2867,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FA,Fashion accessories,Nordstrom,22.51,7,157.57,7.88,165.45,10,October,Q4,2019,10:50:00,Credit card,4.8
407-63-8975,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FB,Food and beverages,Kraft Heinz,73.88,6,443.28,22.16,465.44,8,August,Q3,2019,19:16:00,Ewallet,4.4
342-65-4817,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,HB,Health and beauty,Dove,86.8,3,260.4,13.02,273.42,1,January,Q1,2019,16:47:00,Ewallet,9.9
130-98-8941,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,FA,Fashion accessories,Nordstrom,64.26,7,449.82,22.49,472.31,3,March,Q1,2019,10:00:00,Cash,5.7
434-83-9547,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,FB,Food and beverages,Kraft Heinz,38.47,8,307.76,15.39,323.15,8,August,Q3,2019,11:51:00,Cash,7.7
851-28-6367,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,ST,Sports and travel,REI ,15.5,10,155,7.75,162.75,11,November,Q4,2019,10:55:00,Ewallet,8
824-88-3614,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HB,Health and beauty,Dove,34.31,8,274.48,13.72,288.2,4,April,Q2,2019,15:00:00,Ewallet,5.7
586-25-0848,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,ST,Sports and travel,REI ,12.34,7,86.38,4.32,90.7,1,January,Q1,2019,11:19:00,Credit card,6.7
895-66-0685,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,FB,Food and beverages,Kraft Heinz,18.08,3,54.24,2.71,56.95,6,June,Q2,2019,19:46:00,Ewallet,8
305-14-0245,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,94.49,8,755.92,37.8,793.72,6,June,Q2,2019,19:00:00,Ewallet,7.5
732-04-5373,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,46.47,4,185.88,9.29,195.17,4,April,Q2,2019,10:53:00,Cash,7
400-60-7251,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,74.07,1,74.07,3.7,77.77,8,August,Q3,2019,12:50:00,Ewallet,9.9
593-65-1552,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,69.81,4,279.24,13.96,293.2,8,August,Q3,2019,20:50:00,Credit card,5.9
284-34-9626,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,77.04,3,231.12,11.56,242.68,11,November,Q4,2019,10:39:00,Credit card,7.2
437-58-8131,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FA,Fashion accessories,Nordstrom,73.52,2,147.04,7.35,154.39,4,April,Q2,2019,13:41:00,Ewallet,4.6
286-43-6208,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FB,Food and beverages,Kraft Heinz,87.8,9,790.2,39.51,829.71,4,April,Q2,2019,19:08:00,Cash,9.2
641-43-2399,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,25.55,4,102.2,5.11,107.31,10,October,Q4,2019,20:23:00,Ewallet,5.7
831-07-6050,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,EA,Electronic accessories,Samsung,32.71,5,163.55,8.18,171.73,10,October,Q4,2019,11:30:00,Credit card,9.9
556-86-3144,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FA,Fashion accessories,Nordstrom,74.29,1,74.29,3.71,78,6,June,Q2,2019,19:30:00,Cash,5
848-24-9445,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,HB,Health and beauty,Dove,43.7,2,87.4,4.37,91.77,2,February,Q1,2019,18:03:00,Cash,4.9
856-22-8149,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,25.29,1,25.29,1.26,26.55,1,January,Q1,2019,10:13:00,Ewallet,6.1
699-01-4164,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HB,Health and beauty,Dove,41.5,4,166,8.3,174.3,5,May,Q2,2019,19:58:00,Credit card,8.2
420-11-4919,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FB,Food and beverages,Kraft Heinz,71.39,5,356.95,17.85,374.8,11,November,Q4,2019,19:57:00,Credit card,5.5
606-80-4905,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,ST,Sports and travel,REI ,19.15,6,114.9,5.75,120.65,5,May,Q2,2019,10:01:00,Credit card,6.8
542-41-0513,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,EA,Electronic accessories,Samsung,57.49,4,229.96,11.5,241.46,11,November,Q4,2019,11:57:00,Cash,6.6
426-39-2418,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,EA,Electronic accessories,Samsung,61.41,7,429.87,21.49,451.36,6,June,Q2,2019,10:02:00,Cash,9.8
875-46-5808,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HB,Health and beauty,Dove,25.9,10,259,12.95,271.95,9,September,Q3,2019,14:51:00,Ewallet,8.7
394-43-4238,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,17.77,5,88.85,4.44,93.29,3,March,Q1,2019,12:42:00,Credit card,5.4
749-24-1565,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HB,Health and beauty,Dove,23.03,9,207.27,10.36,217.63,11,November,Q4,2019,12:02:00,Ewallet,7.9
672-51-8681,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,EA,Electronic accessories,Samsung,66.65,9,599.85,29.99,629.84,2,February,Q1,2019,18:19:00,Credit card,9.7
263-87-5680,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,28.53,10,285.3,14.27,299.57,4,April,Q2,2019,17:38:00,Ewallet,7.8
573-58-9734,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FA,Fashion accessories,Nordstrom,30.37,3,91.11,4.56,95.67,7,July,Q3,2019,13:41:00,Ewallet,5.1
817-69-8206,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,EA,Electronic accessories,Samsung,99.73,9,897.57,44.88,942.45,4,April,Q2,2019,19:42:00,Credit card,6.5
888-02-0338,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,EA,Electronic accessories,Samsung,26.23,9,236.07,11.8,247.87,1,January,Q1,2019,20:24:00,Ewallet,5.9
677-11-0152,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FB,Food and beverages,Kraft Heinz,93.26,9,839.34,41.97,881.31,10,October,Q4,2019,18:08:00,Cash,8.8
142-63-6033,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,92.36,5,461.8,23.09,484.89,8,August,Q3,2019,19:17:00,Ewallet,4.9
656-16-1063,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,46.42,3,139.26,6.96,146.22,3,March,Q1,2019,13:24:00,Credit card,4.4
891-58-8335,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,ST,Sports and travel,REI ,29.61,7,207.27,10.36,217.63,4,April,Q2,2019,15:53:00,Cash,6.5
802-43-8934,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,18.28,1,18.28,0.91,19.19,2,February,Q1,2019,15:05:00,Credit card,8.3
560-30-5617,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,ST,Sports and travel,REI ,24.77,5,123.85,6.19,130.04,4,April,Q2,2019,18:27:00,Cash,8.5
319-74-2561,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,EA,Electronic accessories,Samsung,94.64,3,283.92,14.2,298.12,11,November,Q4,2019,16:55:00,Cash,5.5
549-03-9315,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,FA,Fashion accessories,Nordstrom,94.87,8,758.96,37.95,796.91,9,September,Q3,2019,12:58:00,Ewallet,8.7
790-29-1172,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FB,Food and beverages,Kraft Heinz,57.34,3,172.02,8.6,180.62,5,May,Q2,2019,18:59:00,Credit card,7.9
239-36-3640,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,EA,Electronic accessories,Samsung,45.35,6,272.1,13.61,285.71,7,July,Q3,2019,13:44:00,Ewallet,6.1
468-01-2051,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,FB,Food and beverages,Kraft Heinz,62.08,7,434.56,21.73,456.29,11,November,Q4,2019,13:46:00,Ewallet,5.4
389-25-3394,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,EA,Electronic accessories,Samsung,11.81,5,59.05,2.95,62,11,November,Q4,2019,18:06:00,Cash,9.4
279-62-1445,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FA,Fashion accessories,Nordstrom,12.54,1,12.54,0.63,13.17,12,December,Q4,2019,12:38:00,Cash,8.2
213-72-6612,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FB,Food and beverages,Kraft Heinz,43.25,2,86.5,4.33,90.83,4,April,Q2,2019,15:56:00,Cash,6.2
746-68-6593,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,ST,Sports and travel,REI ,87.16,2,174.32,8.72,183.04,9,September,Q3,2019,14:29:00,Credit card,9.7
836-82-5858,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,HB,Health and beauty,Dove,69.37,9,624.33,31.22,655.55,2,February,Q1,2019,19:14:00,Ewallet,4
583-72-1480,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,EA,Electronic accessories,Samsung,37.06,4,148.24,7.41,155.65,12,December,Q4,2019,16:24:00,Ewallet,9.7
466-61-5506,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,EA,Electronic accessories,Samsung,90.7,6,544.2,27.21,571.41,1,January,Q1,2019,10:52:00,Cash,5.3
721-86-6247,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,63.42,8,507.36,25.37,532.73,2,February,Q1,2019,12:55:00,Ewallet,7.4
289-65-5721,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,FA,Fashion accessories,Nordstrom,81.37,2,162.74,8.14,170.88,5,May,Q2,2019,19:28:00,Cash,6.5
545-46-3100,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,EA,Electronic accessories,Samsung,10.59,3,31.77,1.59,33.36,7,July,Q3,2019,13:52:00,Credit card,8.7
418-02-5978,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,HB,Health and beauty,Dove,84.09,9,756.81,37.84,794.65,8,August,Q3,2019,10:54:00,Cash,8
269-04-5750,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,FA,Fashion accessories,Nordstrom,73.82,4,295.28,14.76,310.04,4,April,Q2,2019,18:31:00,Cash,6.7
157-13-5295,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HB,Health and beauty,Dove,51.94,10,519.4,25.97,545.37,8,August,Q3,2019,18:24:00,Ewallet,6.5
645-78-8093,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,ST,Sports and travel,REI ,93.14,2,186.28,9.31,195.59,2,February,Q1,2019,18:09:00,Ewallet,4.1
211-30-9270,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HB,Health and beauty,Dove,17.41,5,87.05,4.35,91.4,3,March,Q1,2019,15:16:00,Credit card,4.9
755-12-3214,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,FA,Fashion accessories,Nordstrom,44.22,5,221.1,11.06,232.16,7,July,Q3,2019,17:07:00,Credit card,8.6
346-84-3103,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,EA,Electronic accessories,Samsung,13.22,5,66.1,3.31,69.41,10,October,Q4,2019,19:26:00,Cash,4.3
478-06-7835,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FA,Fashion accessories,Nordstrom,89.69,1,89.69,4.48,94.17,6,June,Q2,2019,11:20:00,Ewallet,4.9
540-11-4336,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,FB,Food and beverages,Kraft Heinz,24.94,9,224.46,11.22,235.68,3,March,Q1,2019,16:49:00,Credit card,5.6
448-81-5016,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HB,Health and beauty,Dove,59.77,2,119.54,5.98,125.52,4,April,Q2,2019,12:01:00,Credit card,5.8
142-72-4741,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,FA,Fashion accessories,Nordstrom,93.2,2,186.4,9.32,195.72,4,April,Q2,2019,18:37:00,Credit card,6
217-58-1179,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,62.65,4,250.6,12.53,263.13,5,May,Q2,2019,11:25:00,Cash,4.2
376-02-8238,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,93.87,8,750.96,37.55,788.51,7,July,Q3,2019,18:42:00,Credit card,8.3
530-90-9855,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,47.59,8,380.72,19.04,399.76,7,July,Q3,2019,14:47:00,Cash,5.7
866-05-7563,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,EA,Electronic accessories,Samsung,81.4,3,244.2,12.21,256.41,8,August,Q3,2019,19:43:00,Cash,4.8
604-70-6476,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,FA,Fashion accessories,Nordstrom,17.94,5,89.7,4.49,94.19,1,January,Q1,2019,14:04:00,Ewallet,6.8
799-71-1548,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,EA,Electronic accessories,Samsung,77.72,4,310.88,15.54,326.42,7,July,Q3,2019,16:11:00,Credit card,8.8
785-13-7708,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,FB,Food and beverages,Kraft Heinz,73.06,7,511.42,25.57,536.99,10,October,Q4,2019,19:06:00,Credit card,4.2
845-51-0542,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,FB,Food and beverages,Kraft Heinz,46.55,9,418.95,20.95,439.9,5,May,Q2,2019,15:34:00,Ewallet,6.4
662-47-5456,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,FA,Fashion accessories,Nordstrom,35.19,10,351.9,17.6,369.5,6,June,Q2,2019,19:06:00,Credit card,8.4
883-17-4236,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,ST,Sports and travel,REI ,14.39,2,28.78,1.44,30.22,12,December,Q4,2019,19:44:00,Credit card,7.2
290-68-2984,A,Yangon,550,Mitchel Frenkman,2005,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,23.75,4,95,4.75,99.75,8,August,Q3,2019,11:22:00,Cash,5.2
704-11-6354,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,58.9,8,471.2,23.56,494.76,10,October,Q4,2019,11:23:00,Cash,8.9
110-48-7033,B,Mandalay,835,Mohamd Gabar,2016,Member,1,Male,FA,Fashion accessories,Nordstrom,32.62,4,130.48,6.52,137,4,April,Q2,2019,14:12:00,Cash,9
366-93-0948,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,EA,Electronic accessories,Samsung,66.35,1,66.35,3.32,69.67,10,October,Q4,2019,10:46:00,Credit card,9.7
729-09-9681,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,25.91,6,155.46,7.77,163.23,12,December,Q4,2019,10:16:00,Ewallet,8.7
151-16-1484,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,EA,Electronic accessories,Samsung,32.25,4,129,6.45,135.45,5,May,Q2,2019,12:38:00,Ewallet,6.5
380-94-4661,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,1,Male,EA,Electronic accessories,Samsung,65.94,4,263.76,13.19,276.95,11,November,Q4,2019,13:05:00,Credit card,6.9
850-41-9669,A,Yangon,550,Mitchel Frenkman,2005,Normal,2,Female,EA,Electronic accessories,Samsung,75.06,9,675.54,33.78,709.32,9,September,Q3,2019,13:25:00,Ewallet,6.2
821-07-3596,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,2,Female,FA,Fashion accessories,Nordstrom,16.45,4,65.8,3.29,69.09,7,July,Q3,2019,14:53:00,Ewallet,5.6
655-85-5130,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FA,Fashion accessories,Nordstrom,38.3,4,153.2,7.66,160.86,12,December,Q4,2019,19:22:00,Cash,5.7
447-15-7839,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,ST,Sports and travel,REI ,22.24,10,222.4,11.12,233.52,12,December,Q4,2019,11:00:00,Cash,4.2
154-74-7179,B,Mandalay,835,Mohamd Gabar,2016,Normal,1,Male,ST,Sports and travel,REI ,54.45,1,54.45,2.72,57.17,9,September,Q3,2019,19:24:00,Ewallet,7.9
253-12-6086,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,ST,Sports and travel,REI ,98.4,7,688.8,34.44,723.24,4,April,Q2,2019,12:43:00,Credit card,8.7
808-65-0703,C,Naypyitaw,750,Joseph Shonfeild,2009,Normal,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,35.47,4,141.88,7.09,148.97,8,August,Q3,2019,17:22:00,Credit card,6.9
571-94-0759,B,Mandalay,835,Mohamd Gabar,2016,Member,2,Female,FB,Food and beverages,Kraft Heinz,74.6,10,746,37.3,783.3,6,June,Q2,2019,20:55:00,Cash,9.5
144-51-6085,A,Yangon,550,Mitchel Frenkman,2005,Member,1,Male,HL,Home and lifestyle,Bed Bath & Beyond,70.74,4,282.96,14.15,297.11,5,May,Q2,2019,16:05:00,Credit card,4.4
731-14-2199,A,Yangon,550,Mitchel Frenkman,2005,Member,2,Female,HL,Home and lifestyle,Bed Bath & Beyond,35.54,10,355.4,17.77,373.17,10,October,Q4,2019,13:34:00,Ewallet,7
783-09-1637,B,Mandalay,835,Mohamd Gabar,2016,Normal,2,Female,ST,Sports and travel,REI ,67.43,5,337.15,16.86,354.01,4,April,Q2,2019,18:13:00,Ewallet,6.3
687-15-1097,C,Naypyitaw,750,Joseph Shonfeild,2009,Member,2,Female,HB,Health and beauty,Dove,21.12,2,42.24,2.11,44.35,6,June,Q2,2019,19:17:00,Cash,9.7
